iter	Accuracy	Logloss
882	0.8986863711	0.3004600588
883	0.8986863711	0.3003335787
884	0.8988505747	0.3001959339
885	0.8985221675	0.3000498905
886	0.8986863711	0.2999125864
887	0.8991789819	0.2997378796
888	0.8993431856	0.2995733753
889	0.8993431856	0.2994134612
890	0.8991789819	0.2992767985
891	0.8991789819	0.2991381515
892	0.8993431856	0.2989579324
893	0.8995073892	0.2987706177
894	0.8993431856	0.2986291845
895	0.8991789819	0.2984830609
896	0.8995073892	0.2982940223
897	0.8998357964	0.298147578
898	0.9001642036	0.2980022963
899	0.9001642036	0.297868059
900	0.9001642036	0.2976986238
901	0.9	0.2976095666
902	0.9001642036	0.2975086031
903	0.9003284072	0.297374466
904	0.9001642036	0.2972146321
905	0.9003284072	0.297034854
906	0.9004926108	0.2969436721
907	0.9009852217	0.2968479601
908	0.9011494253	0.2966799681
909	0.9011494253	0.296553909
910	0.9011494253	0.2964781412
911	0.9011494253	0.2963248618
912	0.9014778325	0.2961887203
913	0.9013136289	0.2960385277
914	0.9013136289	0.295867489
915	0.9014778325	0.2957857279
916	0.9013136289	0.29556538
917	0.9013136289	0.2954175727
918	0.9014778325	0.2953046426
919	0.9016420361	0.295179265
920	0.9018062397	0.2950489564
921	0.9014778325	0.2949063206
922	0.9013136289	0.294760678
923	0.9011494253	0.294637846
924	0.9011494253	0.2945414726
925	0.9013136289	0.2944417318
926	0.9019704433	0.2943075947
927	0.9022988506	0.2941684466
928	0.9024630542	0.2940357528
929	0.9024630542	0.293891794
930	0.902955665	0.2937372117
931	0.9032840722	0.2935889634
932	0.9032840722	0.293480844
933	0.9034482759	0.2933837289
934	0.9031198686	0.2932036702
935	0.9027914614	0.2930945686
936	0.9027914614	0.2929668658
937	0.9032840722	0.2928164528
938	0.9032840722	0.2926635943
939	0.9034482759	0.2925087113
940	0.9034482759	0.2923510221
941	0.9032840722	0.2922131167
942	0.9036124795	0.2920826278
943	0.9034482759	0.2919396913
944	0.9037766831	0.2918174205
945	0.9036124795	0.291738185
946	0.9036124795	0.2916372616
947	0.9036124795	0.2914954676
948	0.9041050903	0.2913892123
949	0.9044334975	0.291260407
950	0.9044334975	0.2911549936
951	0.9044334975	0.2910401593
952	0.9044334975	0.2909563738
953	0.9044334975	0.2908540272
954	0.9044334975	0.2907418187
955	0.9045977011	0.2906375478
956	0.9047619048	0.2905122102
957	0.9047619048	0.2903821422
958	0.905090312	0.2901988964
959	0.9052545156	0.2901035653
960	0.905090312	0.2899294798
961	0.9049261084	0.289789129
962	0.905090312	0.2896476758
963	0.9052545156	0.2895468325
964	0.9052545156	0.2894750936
965	0.9052545156	0.2893737091
966	0.9052545156	0.2892570308
967	0.9052545156	0.2891386286
968	0.9052545156	0.2889868525
969	0.9057471264	0.2888590896
970	0.90591133	0.2886756033
971	0.9062397373	0.2885698892
972	0.9062397373	0.288470008
973	0.9064039409	0.288318292
974	0.9064039409	0.288157536
975	0.9067323481	0.287976415
976	0.9067323481	0.287898763
977	0.9068965517	0.2877649066
978	0.9068965517	0.2876787959
979	0.9065681445	0.2875183807
980	0.9068965517	0.2873825399
981	0.9068965517	0.2872319464
982	0.9070607553	0.2871114596
983	0.9073891626	0.2869918748
984	0.9068965517	0.2868485975
985	0.9068965517	0.2867353067
986	0.9068965517	0.2865904258
987	0.9068965517	0.2864832685
988	0.9070607553	0.2863672516
989	0.9075533662	0.2862072373
990	0.9073891626	0.2861336945
991	0.9073891626	0.2860301051
992	0.9073891626	0.2858660819
993	0.9077175698	0.2857207601
994	0.9077175698	0.2855862823
995	0.9082101806	0.2854736328
996	0.908045977	0.2853569344
997	0.9082101806	0.2852318975
998	0.9082101806	0.2850903841
999	0.9082101806	0.2849449822
